customer_id,product_category,product_price,quantity,total_purchase_amount,payment_method,customer_age,returns,customer_name,age,gender,churn,date_of_purchase,time_of_purchase
20960,Clothing,40,5,4930,PayPal,59,0.0,Abigail Meyer,59,Male,1,2023-06-25,07:18:42
36532,Clothing,446,1,2367,PayPal,57,1.0,Abigail Salazar,57,Female,1,2020-10-03,04:49:51
49842,Home,291,5,4165,Cash,23,0.0,Abigail Todd,23,Male,1,2022-04-15,11:38:21
4723,Books,298,4,299,Credit Card,42,1.0,Adam Armstrong,42,Female,1,2022-02-16,18:43:32
25779,Books,410,2,1772,Crypto,52,1.0,Adam Ballard,52,Male,1,2020-11-03,04:58:29
49403,Books,373,5,3579,PayPal,59,1.0,Adam Coffey,59,Female,1,2020-01-11,16:02:23
42993,Books,328,1,3541,PayPal,34,0.0,Adam Fields,34,Male,1,2021-02-25,04:30:49
8649,Books,278,3,1885,Credit Card,63,0.0,Adam Flynn,63,Male,1,2022-10-17,00:05:50
19442,Clothing,234,2,1413,Cash,66,1.0,Adam Garner,66,Male,1,2021-10-31,20:08:19
32450,Electronics,444,4,4512,PayPal,67,1.0,Adam Gonzalez,67,Male,1,2020-09-24,05:11:43
18123,Books,161,1,4257,PayPal,70,0.0,Adam Henderson,70,Male,1,2020-05-13,00:43:45
897,Books,140,1,4205,Credit Card,38,0.0,Adam Higgins,38,Female,1,2023-06-14,09:08:24
30614,Home,56,1,5195,Credit Card,64,0.0,Adam Hughes,64,Male,1,2022-03-14,02:08:27
13173,Electronics,248,2,1677,Cash,44,1.0,Adam Mcclain,44,Male,1,2020-11-06,05:24:24
10613,Electronics,285,2,331,Crypto,48,1.0,Adam Meadows,48,Female,1,2021-09-14,17:49:23
42303,Books,441,3,1693,PayPal,19,1.0,Adam Reid,19,Male,1,2023-01-23,19:13:28
27280,Home,115,2,1983,Cash,54,0.0,Adam Richards,54,Male,1,2021-01-17,19:30:08
38823,Clothing,286,5,3986,Cash,37,1.0,Adam Ross,37,Male,1,2021-12-27,23:20:09
2934,Books,483,5,3057,Cash,19,0.0,Adam Santiago,19,Male,1,2023-07-18,18:18:17
49920,Electronics,98,2,2999,Credit Card,41,1.0,Adam Schroeder,41,Male,1,2023-02-15,18:22:29
27162,Clothing,262,3,302,PayPal,56,0.0,Adam Wiley,56,Male,1,2023-08-06,20:36:31
3145,Clothing,93,1,4747,Credit Card,58,1.0,Adriana Cunningham,58,Female,1,2022-09-04,22:48:57
20478,Electronics,239,5,3145,PayPal,66,0.0,Adriana Gonzales,66,Female,1,2021-08-18,08:07:59
11819,Books,225,1,3510,Cash,59,0.0,Adriana Myers,59,Female,1,2022-02-17,02:54:01
19648,Home,164,2,1382,Credit Card,36,0.0,Adriana Odonnell,36,Male,1,2022-05-08,14:20:00
4351,Home,144,2,4285,Cash,38,1.0,Adrian Houston,38,Male,1,2023-03-17,07:00:57
23576,Books,432,3,2948,Credit Card,65,0.0,Adrian Lane,65,Female,1,2023-05-31,13:50:27
34538,Books,33,5,1487,Crypto,41,0.0,Adrian Reyes,41,Male,1,2023-02-06,21:23:42
9858,Books,377,2,3442,Cash,37,1.0,Adrian Rios,37,Male,1,2020-10-22,00:30:02
31244,Home,205,4,874,PayPal,18,1.0,Aimee Hicks,18,Male,1,2022-08-20,23:17:53
16762,Home,352,2,1576,PayPal,21,1.0,Alan Christensen,21,Male,1,2023-01-30,07:01:51
41157,Clothing,234,4,549,Cash,23,0.0,Alan Farrell,23,Female,1,2022-11-14,21:31:50
19224,Home,47,3,3866,Cash,32,0.0,Alan Haynes,32,Female,1,2023-08-17,01:34:16
33535,Home,338,4,413,Credit Card,23,0.0,Alan Reed,23,Male,1,2023-03-09,22:22:34
15640,Electronics,312,3,3028,PayPal,33,0.0,Alan Roth,33,Female,1,2021-02-06,16:01:57
25532,Clothing,292,3,1679,Credit Card,19,0.0,Alan Torres,19,Male,1,2020-03-06,17:12:34
7748,Clothing,98,2,4386,Credit Card,58,1.0,Alan Wright,58,Female,1,2021-12-24,17:49:59
40047,Books,110,2,3157,PayPal,47,1.0,Albert Boyle,47,Male,1,2021-11-10,15:55:50
15927,Clothing,338,3,1468,PayPal,63,0.0,Albert Cruz,63,Female,1,2021-11-14,11:47:20
9536,Clothing,37,2,4327,Cash,54,1.0,Albert Cummings,54,Female,1,2020-09-15,20:43:16
11492,Books,65,2,2497,Credit Card,27,1.0,Albert Davis,27,Male,1,2021-11-26,19:10:34
44242,Electronics,316,2,3446,PayPal,38,1.0,Albert May MD,38,Male,1,2021-12-05,14:29:07
45431,Clothing,209,5,2092,PayPal,68,1.0,Albert Mitchell,68,Female,1,2022-06-30,15:14:36
39444,Books,34,5,4201,PayPal,21,0.0,Albert Morales,21,Male,1,2021-02-25,10:54:34
8281,Books,342,5,1920,Cash,60,0.0,Albert Taylor,60,Male,1,2022-05-23,08:05:32
3846,Clothing,259,1,374,Credit Card,18,1.0,Albert Weiss,18,Female,1,2020-10-13,00:24:40
33631,Clothing,337,4,573,Credit Card,60,0.0,Alejandro Maddox,60,Female,1,2021-06-08,23:30:13
39228,Books,275,3,5080,PayPal,51,0.0,Alejandro Woods,51,Male,1,2022-10-19,01:34:23
7341,Home,57,5,4974,Cash,68,0.0,Alexa Campbell,68,Female,1,2022-03-02,09:24:36
5135,Clothing,468,2,3868,PayPal,60,1.0,Alex Aguilar,60,Female,1,2020-04-02,22:01:12
16955,Clothing,317,1,4166,Credit Card,18,1.0,Alexa Matthews,18,Female,1,2021-05-25,10:57:59
48999,Clothing,69,2,2646,PayPal,70,1.0,Alexander Barnes,70,Male,1,2022-07-14,05:08:47
45504,Electronics,179,4,2276,Cash,43,0.0,Alexander Buckley,43,Male,1,2023-07-23,08:12:55
48700,Books,158,1,2255,PayPal,19,1.0,Alexander Burnett,19,Female,1,2022-03-02,17:00:12
28940,Home,366,5,3760,PayPal,64,1.0,Alexander Chambers,64,Male,1,2021-04-07,23:10:23
47512,Home,85,2,3189,Crypto,28,0.0,Alexander Duran,28,Female,1,2021-02-23,02:06:14
35334,Electronics,365,4,1094,PayPal,42,1.0,Alexander Faulkner,42,Male,1,2022-11-03,13:55:54
26756,Books,475,1,4401,Cash,49,1.0,Alexander French,49,Male,1,2020-10-22,06:58:41
5534,Books,102,4,2778,PayPal,21,0.0,Alexander Gomez,21,Male,1,2023-02-27,06:03:58
813,Books,231,2,2409,Credit Card,43,1.0,Alexander Hall,43,Female,1,2020-12-13,01:00:12
21686,Books,332,2,2388,Credit Card,31,0.0,Alexander Hartman,31,Male,1,2023-07-16,04:58:12
6824,Books,492,3,2103,Crypto,61,1.0,Alexander Hess,61,Female,1,2023-02-04,01:43:20
33088,Electronics,283,3,3009,Credit Card,31,0.0,Alexander Rogers,31,Male,1,2023-04-10,08:59:46
16963,Electronics,184,4,608,Crypto,21,1.0,Alexander Roman,21,Female,1,2022-05-02,00:16:55
46540,Books,167,3,1850,Credit Card,31,1.0,Alexander Stewart,31,Male,1,2022-03-26,16:58:44
295,Electronics,125,1,1108,Credit Card,60,1.0,Alexander Strickland,60,Male,1,2023-03-01,15:42:42
44860,Electronics,415,2,967,Crypto,44,0.0,Alexander Strong,44,Male,1,2020-06-11,02:56:40
4782,Electronics,161,2,3726,Cash,31,0.0,Alexander Walker,31,Male,1,2022-07-08,06:39:02
48093,Books,43,1,4259,Crypto,31,1.0,Alexander Walsh,31,Male,1,2020-08-25,23:44:03
15465,Books,108,1,2269,PayPal,45,0.0,Alexander Welch,45,Male,1,2020-04-05,21:39:03
47796,Clothing,360,3,2471,Cash,39,1.0,Alexandra Armstrong,39,Male,1,2021-12-10,23:00:37
2097,Clothing,121,1,4028,PayPal,51,0.0,Alexandra Bryant,51,Male,1,2021-09-13,04:38:13
33851,Clothing,368,1,3640,Credit Card,44,0.0,Alexandra Collins,44,Female,1,2023-04-06,03:03:58
19498,Clothing,49,5,2007,PayPal,42,1.0,Alexandra Faulkner,42,Male,1,2023-04-13,15:43:35
41484,Electronics,106,2,1802,Credit Card,20,1.0,Alexandra Flores,20,Female,1,2021-11-21,15:13:08
33361,Books,319,2,4542,Cash,57,1.0,Alexandra Hubbard,57,Male,1,2023-07-23,06:26:44
8605,Clothing,385,5,2163,PayPal,63,0.0,Alexandra Huber,63,Male,1,2022-09-02,07:58:42
10992,Electronics,41,4,1798,Crypto,43,0.0,Alexandra Miller,43,Male,1,2023-01-14,07:35:45
18109,Clothing,453,3,4574,Credit Card,42,1.0,Alexandra Morris,42,Male,1,2020-02-16,20:53:14
29281,Electronics,222,2,4187,Credit Card,50,0.0,Alexandra Proctor,50,Male,1,2020-05-24,18:32:02
23305,Clothing,342,5,4780,Credit Card,34,1.0,Alexandra Reed,34,Female,1,2022-05-03,15:27:27
9539,Electronics,169,3,871,PayPal,68,0.0,Alexandra Santana,68,Male,1,2022-06-26,06:38:40
25819,Home,65,3,913,Credit Card,65,0.0,Alexandria Adkins,65,Male,1,2021-11-26,06:45:51
43754,Clothing,263,5,718,Credit Card,55,1.0,Alexandria Hickman,55,Male,1,2022-12-14,22:57:02
36498,Books,226,2,683,PayPal,65,1.0,Alexandria Miller,65,Male,1,2021-08-25,04:07:55
6067,Home,220,3,523,Cash,70,1.0,Alexandria Robertson,70,Male,1,2022-03-30,10:04:32
2053,Clothing,116,5,924,Credit Card,53,1.0,Alexa Nichols,53,Male,1,2021-03-11,20:46:01
41994,Books,435,5,1969,Credit Card,39,1.0,Alexa Turner,39,Female,1,2022-01-27,01:33:56
9396,Clothing,62,3,2099,PayPal,65,1.0,Alex Davis,65,Female,1,2021-12-18,23:51:28
39108,Electronics,67,4,2246,Credit Card,38,1.0,Alex Dean,38,Female,1,2022-08-22,13:41:10
47456,Home,314,1,3227,PayPal,49,0.0,Alex Gay,49,Female,1,2022-08-27,14:39:00
40905,Electronics,301,4,2562,Credit Card,51,1.0,Alexis Baker,51,Male,1,2020-09-09,12:40:11
3408,Clothing,424,3,1893,PayPal,42,1.0,Alexis Caldwell,42,Male,1,2023-06-20,21:19:05
34790,Electronics,189,4,801,PayPal,69,0.0,Alexis Dunn DVM,69,Male,1,2020-09-14,14:08:51
34634,Books,136,2,4457,Credit Card,21,0.0,Alexis Graham,21,Female,1,2022-07-30,14:16:54
43235,Electronics,312,3,586,PayPal,39,1.0,Alexis Jones,39,Male,1,2021-09-08,06:18:45
25222,Electronics,195,5,5039,PayPal,33,1.0,Alexis Lopez,33,Female,1,2022-09-06,11:57:00
19669,Clothing,138,2,3943,Credit Card,57,0.0,Alexis Martin,57,Male,1,2020-03-13,09:57:21
48032,Books,245,4,588,Credit Card,39,0.0,Alexis Oneill,39,Male,1,2021-11-19,19:43:41
46500,Home,93,5,1895,Cash,59,0.0,Alexis Rangel,59,Female,1,2022-03-13,22:57:27
10068,Books,246,1,3848,Credit Card,46,0.0,Alexis Sanchez,46,Male,1,2020-10-10,07:34:07
47642,Electronics,156,3,656,PayPal,30,0.0,Alexis Stewart,30,Male,1,2020-01-23,02:41:13
35804,Home,409,5,3586,Cash,62,1.0,Alexis Tyler,62,Female,1,2021-10-27,02:50:22
4826,Electronics,384,1,1464,PayPal,25,1.0,Alexis Vasquez,25,Male,1,2022-07-11,04:30:53
35472,Books,462,5,2640,PayPal,37,1.0,Alexis West,37,Female,1,2022-08-22,03:16:03
13112,Clothing,28,1,3718,Credit Card,50,0.0,Alexis Wilson Jr.,50,Male,1,2022-03-08,13:09:28
13671,Electronics,375,1,1585,Credit Card,48,0.0,Alex Jacobs,48,Male,1,2022-12-06,08:47:13
18508,Clothing,193,4,1356,PayPal,34,0.0,Alex Johnson III,34,Female,1,2023-05-06,21:29:28
31917,Clothing,132,4,4898,PayPal,61,1.0,Alex Lam,61,Female,1,2021-04-10,16:39:35
22310,Clothing,256,5,4569,Cash,20,1.0,Alex Mckay,20,Female,1,2023-07-20,11:54:21
44179,Books,333,4,2072,Credit Card,57,1.0,Alex Robinson,57,Male,1,2020-08-28,08:40:40
32622,Home,485,4,1321,Cash,57,1.0,Alex Rodriguez,57,Female,1,2021-10-30,05:41:53
40283,Clothing,241,5,4320,PayPal,66,1.0,Alex Ruiz,66,Male,1,2021-07-18,20:24:03
15519,Clothing,298,5,3030,PayPal,47,1.0,Alex Taylor,47,Female,1,2021-04-24,16:22:13
29172,Books,163,1,2498,Credit Card,58,1.0,Alfred Acosta,58,Male,1,2022-05-11,12:39:31
37058,Home,93,2,3319,PayPal,26,0.0,Alfred Chan,26,Male,1,2022-01-22,01:00:12
12981,Home,245,5,703,PayPal,18,0.0,Alfred Grant,18,Male,1,2021-07-04,20:32:09
25864,Clothing,256,5,545,Cash,65,1.0,Alfred Lopez,65,Female,1,2023-02-12,10:37:41
39250,Books,237,4,1275,Credit Card,50,0.0,Alice Davis,50,Male,1,2020-08-06,13:28:53
23824,Home,448,2,4794,Credit Card,69,0.0,Alice Haley,69,Male,1,2020-05-16,08:24:25
17077,Books,209,2,1704,Cash,46,0.0,Alice Horton,46,Male,1,2022-05-20,00:36:26
21909,Electronics,458,3,4750,Credit Card,61,0.0,Alicia Brennan,61,Male,1,2021-03-28,15:55:40
7949,Books,298,5,3913,Cash,25,0.0,Alicia Cuevas,25,Female,1,2021-07-23,06:23:30
11790,Electronics,172,1,4801,PayPal,63,0.0,Alicia Dawson,63,Female,1,2020-02-14,20:52:14
14010,Books,404,3,4102,Credit Card,31,0.0,Alicia Edwards,31,Male,1,2021-09-28,21:43:06
32799,Clothing,139,1,2225,PayPal,29,1.0,Alicia Hill,29,Female,1,2021-09-14,21:45:24
20128,Clothing,321,2,3671,Credit Card,43,1.0,Alicia Holder,43,Male,1,2022-02-08,10:53:03
3336,Electronics,471,5,3634,Credit Card,46,1.0,Alicia Levine,46,Female,1,2021-03-17,04:27:09
35901,Clothing,95,4,4795,Cash,32,0.0,Alicia Martin,32,Female,1,2020-12-16,10:18:27
6135,Books,435,4,3230,Cash,40,0.0,Alicia Newton,40,Male,1,2020-01-06,13:19:26
4779,Books,285,4,497,Credit Card,62,0.0,Alicia Sampson,62,Male,1,2020-10-17,23:22:39
46300,Home,431,2,4356,Crypto,51,0.0,Alicia Smith,51,Male,1,2021-03-16,00:49:13
35939,Home,83,5,2123,PayPal,59,0.0,Alicia Stevens,59,Male,1,2020-01-17,19:15:35
24518,Books,233,3,454,Credit Card,46,0.0,Alicia Ward,46,Female,1,2020-07-20,15:16:15
34404,Books,188,5,3845,Cash,31,0.0,Alicia Wilson,31,Male,1,2021-04-02,04:02:15
48793,Clothing,350,3,243,PayPal,25,0.0,Alicia Woods,25,Male,1,2020-01-21,02:25:30
1113,Books,351,1,1284,Crypto,28,0.0,Alisha Frazier,28,Male,1,2021-06-03,16:17:32
16092,Clothing,44,5,3560,Cash,28,1.0,Alisha Watts,28,Female,1,2021-06-18,05:52:30
49801,Clothing,482,1,3231,PayPal,56,1.0,Alison Brown,56,Male,1,2021-06-10,04:28:58
21310,Home,392,2,2062,Crypto,46,1.0,Alison Freeman,46,Male,1,2022-12-13,06:14:13
2544,Electronics,264,2,3687,Cash,69,0.0,Alison Roberson,69,Male,1,2023-07-08,16:20:38
35955,Books,398,3,3056,PayPal,69,1.0,Allen Cole,69,Female,1,2020-11-03,11:10:30
29184,Clothing,491,4,2198,Cash,19,1.0,Allen Griffin,19,Male,1,2020-12-26,14:39:07
40325,Clothing,27,3,4638,Crypto,45,1.0,Allen Hess,45,Female,1,2023-02-27,06:42:18
573,Clothing,491,5,2499,Crypto,26,0.0,Allen Lewis,26,Male,1,2023-05-06,13:59:08
35441,Electronics,282,5,2847,Credit Card,33,0.0,Allen Reynolds,33,Female,1,2022-10-11,18:18:39
38025,Clothing,316,4,3130,Cash,42,1.0,Allen Tucker,42,Male,1,2020-04-22,10:29:25
13503,Clothing,465,5,1005,Credit Card,62,0.0,Allen White,62,Male,1,2023-05-25,09:09:31
20057,Books,291,3,682,Credit Card,27,1.0,Allen Wood,27,Male,1,2022-07-18,08:48:31
24084,Clothing,427,5,3328,Crypto,22,0.0,Allison Banks,22,Female,1,2023-07-02,19:20:06
41291,Home,444,5,4521,Credit Card,41,0.0,Allison Barber,41,Female,1,2023-06-23,07:43:19
31224,Home,62,3,4333,Crypto,59,1.0,Allison Durham,59,Male,1,2022-06-25,02:16:03
22279,Electronics,304,5,521,Crypto,58,0.0,Allison Fisher,58,Female,1,2023-07-29,14:51:53
2067,Home,50,5,1893,PayPal,56,0.0,Allison Hendricks,56,Male,1,2020-03-22,01:04:44
22202,Books,10,1,2797,Credit Card,25,0.0,Allison Hernandez,25,Male,1,2023-08-20,21:11:13
42607,Electronics,172,2,2215,PayPal,28,0.0,Allison Mathis,28,Female,1,2023-05-20,04:25:36
43033,Clothing,192,4,4026,PayPal,62,1.0,Allison Mayo,62,Male,1,2020-09-06,20:34:06
2962,Clothing,309,4,4177,Cash,35,0.0,Allison Miller,35,Female,1,2023-06-09,23:53:46
37495,Home,347,2,3667,Crypto,60,1.0,Allison Murphy,60,Male,1,2021-02-26,18:17:34
37488,Clothing,411,3,5134,Cash,30,0.0,Allison Salinas,30,Female,1,2021-02-04,11:25:37
31492,Electronics,274,3,5067,PayPal,49,0.0,Allison Smith,49,Female,1,2023-07-08,07:24:23
13749,Clothing,191,4,3687,PayPal,56,0.0,Allison Stevens,56,Male,1,2022-07-03,07:24:04
24004,Clothing,269,3,1572,PayPal,26,0.0,Allison Turner,26,Female,1,2021-08-14,16:02:03
6679,Clothing,245,3,5186,PayPal,60,1.0,Alyssa Anderson,60,Male,1,2022-01-18,03:29:32
6257,Home,338,4,614,Cash,18,0.0,Alyssa Archer,18,Female,1,2023-01-02,20:06:02
12275,Clothing,103,5,3823,PayPal,41,0.0,Alyssa Ayala,41,Male,1,2020-06-16,13:45:06
48227,Books,36,4,342,Cash,47,1.0,Alyssa Bowman,47,Male,1,2020-05-13,10:33:47
30054,Clothing,79,3,5127,Credit Card,67,1.0,Alyssa Brown,67,Male,1,2021-04-10,17:23:26
46056,Clothing,374,5,2874,Crypto,28,0.0,Alyssa Cardenas,28,Female,1,2021-03-05,04:08:53
3273,Clothing,29,2,885,PayPal,20,1.0,Alyssa Douglas,20,Male,1,2020-03-10,18:27:13
25888,Clothing,336,4,1915,Cash,65,0.0,Alyssa Holloway,65,Male,1,2021-12-08,15:50:41
20936,Clothing,314,5,989,Credit Card,58,1.0,Alyssa Lee,58,Female,1,2022-11-16,03:35:37
23686,Home,177,5,2780,Cash,34,0.0,Alyssa Martinez,34,Male,1,2021-03-26,12:45:39
8275,Electronics,450,1,4930,PayPal,42,0.0,Alyssa Middleton,42,Male,1,2020-11-18,20:09:30
43795,Clothing,425,4,1486,PayPal,28,1.0,Alyssa Reed,28,Female,1,2020-10-16,08:32:57
37907,Clothing,167,1,3248,Cash,44,0.0,Alyssa Shea,44,Male,1,2022-12-27,21:52:48
19096,Clothing,178,4,1402,PayPal,27,1.0,Alyssa Torres,27,Male,1,2022-05-08,08:30:08
29299,Clothing,358,3,4865,Crypto,35,0.0,Alyssa Turner,35,Female,1,2022-11-12,09:28:56
19984,Clothing,312,4,3095,Cash,37,0.0,Alyssa Willis,37,Female,1,2023-07-07,02:50:00
10466,Home,431,5,2210,PayPal,65,1.0,Amanda Aguilar,65,Male,1,2022-06-30,07:43:20
5753,Home,227,4,5089,Credit Card,52,0.0,Amanda Allen,52,Female,1,2021-12-28,09:47:38
26800,Home,52,2,2727,PayPal,47,0.0,Amanda Alvarado,47,Female,1,2023-01-12,23:38:49
4910,Home,477,4,1589,Credit Card,51,1.0,Amanda Anderson MD,51,Male,1,2021-05-26,08:39:51
40044,Clothing,358,4,640,Credit Card,43,0.0,Amanda Archer,43,Male,1,2020-11-19,09:40:50
38733,Home,328,5,813,Crypto,25,1.0,Amanda Archer MD,25,Male,1,2021-08-19,05:50:10
9860,Home,214,3,1736,Credit Card,45,0.0,Amanda Bishop,45,Male,1,2022-07-01,00:50:49
11273,Books,74,2,1175,PayPal,61,1.0,Amanda Boone,61,Male,1,2023-03-02,21:15:41
36019,Books,208,3,1423,Crypto,35,1.0,Amanda Brock,35,Female,1,2021-08-14,03:57:07
33100,Books,324,1,2923,Credit Card,33,1.0,Amanda Burke,33,Male,1,2021-02-17,13:01:21
28208,Home,88,3,900,PayPal,48,0.0,Amanda Davis,48,Female,1,2021-05-21,18:53:48
18460,Home,105,4,5032,PayPal,40,0.0,Amanda Diaz,40,Male,1,2023-05-11,17:12:54
24478,Home,440,1,2953,Credit Card,55,1.0,Amanda Fleming,55,Female,1,2023-04-08,01:29:52
36315,Books,183,3,374,Cash,40,1.0,Amanda Franklin,40,Male,1,2022-11-14,06:31:12
11305,Home,195,5,4286,Cash,62,1.0,Amanda Freeman,62,Female,1,2021-04-15,13:46:48
1177,Home,103,4,1562,Credit Card,28,0.0,Amanda Frey,28,Female,1,2022-02-04,13:47:17
17427,Clothing,351,3,2153,PayPal,52,0.0,Amanda Gardner,52,Female,1,2022-03-23,19:26:41
40888,Books,213,2,5177,Credit Card,59,1.0,Amanda Graves,59,Female,1,2022-01-02,19:22:38
26362,Electronics,96,3,734,Credit Card,64,1.0,Amanda Green,64,Male,1,2020-07-01,00:58:52
29794,Electronics,406,4,3743,Credit Card,30,1.0,Amanda Greene,30,Male,1,2023-06-26,19:14:11
25524,Home,244,1,2701,PayPal,54,0.0,Amanda Harding,54,Male,1,2021-09-05,01:09:46
24616,Clothing,470,3,1251,Credit Card,23,0.0,Amanda Hardy,23,Male,1,2022-01-19,13:59:54
3697,Electronics,293,5,2713,PayPal,38,1.0,Amanda Hartman,38,Male,1,2021-03-10,10:58:25
37160,Books,253,3,2191,Credit Card,42,0.0,Amanda Hess,42,Male,1,2020-04-28,12:22:37
8473,Electronics,146,5,4414,Crypto,64,0.0,Amanda Holden,64,Male,1,2021-07-17,23:04:53
129,Home,433,3,4584,Cash,42,0.0,Amanda Jackson,42,Female,1,2020-08-15,22:14:29
32146,Books,100,4,5064,PayPal,60,1.0,Amanda Jones,60,Female,1,2022-06-25,10:57:05
42203,Home,467,5,866,PayPal,55,0.0,Amanda Klein,55,Male,1,2020-03-25,00:10:34
4233,Books,199,3,4990,Cash,62,0.0,Amanda Martinez,62,Female,1,2021-08-16,06:43:36
33771,Electronics,306,2,1097,PayPal,26,0.0,Amanda Meza,26,Female,1,2020-08-21,19:17:27
3282,Books,360,4,1755,PayPal,68,0.0,Amanda Morales,68,Female,1,2021-12-18,22:34:18
36550,Electronics,69,2,4279,Credit Card,29,1.0,Amanda Morris,29,Male,1,2021-02-07,21:36:32
30515,Electronics,386,1,4027,Crypto,52,1.0,Amanda Payne,52,Male,1,2021-10-20,06:12:03
16773,Electronics,80,4,4732,PayPal,70,1.0,Amanda Porter,70,Female,1,2023-02-23,14:07:45
2144,Books,128,3,1107,Credit Card,29,0.0,Amanda Reyes,29,Female,1,2022-03-02,09:36:23
2018,Home,340,2,355,Credit Card,37,0.0,Amanda Robinson,37,Male,1,2022-05-14,22:24:44
26387,Electronics,382,3,1341,Crypto,27,0.0,Amanda Simmons,27,Female,1,2023-07-20,12:59:12
29189,Books,189,2,585,PayPal,38,0.0,Amanda Terrell,38,Male,1,2022-07-03,16:31:44
12573,Home,337,2,4363,PayPal,60,0.0,Amanda Vang,60,Male,1,2022-06-07,00:10:50
23652,Home,167,5,4793,Credit Card,44,0.0,Amanda Wells,44,Male,1,2022-07-20,22:55:37
21572,Clothing,497,5,3648,Credit Card,37,0.0,Amanda Williamson,37,Female,1,2023-02-23,13:45:11
11454,Clothing,469,2,1954,Cash,33,0.0,Amanda Wright,33,Male,1,2020-02-26,00:19:03
43373,Clothing,11,5,3801,PayPal,38,1.0,Amber Baker,38,Female,1,2023-07-28,10:17:34
23318,Books,496,3,2029,Credit Card,24,0.0,Amber Barton,24,Female,1,2022-12-14,09:58:40
42307,Clothing,138,3,3228,Crypto,31,1.0,Amber Carter,31,Female,1,2022-04-02,04:08:03
16409,Books,309,2,3183,Credit Card,39,0.0,Amber Espinoza,39,Female,1,2021-12-13,00:29:04
30100,Electronics,369,2,4087,Credit Card,29,1.0,Amber Farrell,29,Male,1,2021-02-07,11:17:47
16328,Clothing,208,3,3384,Credit Card,24,0.0,Amber Gonzalez,24,Male,1,2020-08-05,00:09:24
40786,Clothing,232,1,3766,PayPal,58,0.0,Amber Griffith,58,Male,1,2022-11-16,08:32:34
44779,Home,254,1,2507,PayPal,64,0.0,Amber Hodges,64,Female,1,2022-08-22,21:23:01
44712,Books,482,4,3758,Credit Card,19,0.0,Amber James,19,Female,1,2022-02-22,04:21:53
30276,Clothing,17,3,5080,PayPal,53,0.0,Amber Jennings,53,Female,1,2021-04-20,22:34:23
30407,Clothing,266,4,1438,PayPal,19,0.0,Amber Kelley,19,Female,1,2023-05-15,06:52:11
9814,Books,270,3,4264,Cash,64,1.0,Amber King,64,Male,1,2020-12-23,06:57:42
14013,Clothing,486,3,1860,PayPal,26,1.0,Amber Lucas,26,Male,1,2023-06-12,19:41:32
1409,Electronics,205,1,1226,Credit Card,38,0.0,Amber Murphy,38,Female,1,2020-01-06,04:45:48
41846,Clothing,87,1,1994,PayPal,42,0.0,Amber Olson,42,Female,1,2020-02-18,09:25:41
18307,Electronics,110,2,347,PayPal,67,0.0,Amber Roberts,67,Male,1,2021-07-06,12:50:04
